Dimensions
46	33

Coordinates (au):
R: 2.91838300064: 1 2: 0 0 0 0 0 0
R: 2.09198408496: 1 4: 0 0 0 0 0 0
R: 2.09476371939: 1 7: 0 0 0 0 0 0
R: 2.09283489318: 1 8: 0 0 0 0 0 0
R: 2.09696819101: 2 5: 0 0 0 0 0 0
R: 2.09486511011: 2 9: 0 0 0 0 0 0
R: 2.89300012568: 2 3: 0 0 0 1 0 0
R: 2.09389395958: 3 6: 0 0 0 0 0 0
R: 2.09412355062: 3 10: 0 0 0 0 0 0
R: 2.09370877686: 3 11: 0 0 0 0 0 0
A: 1.95713823509: 2 1 4: 0 0 0 0 0 0 0 0 0
A: 1.93408571908: 2 1 7: 0 0 0 0 0 0 0 0 0
A: 1.86437133609: 4 1 7: 0 0 0 0 0 0 0 0 0
A: 1.96024168106: 2 1 8: 0 0 0 0 0 0 0 0 0
A: 1.8750645603: 4 1 8: 0 0 0 0 0 0 0 0 0
A: 1.86778238799: 7 1 8: 0 0 0 0 0 0 0 0 0
A: 1.91874507821: 1 2 5: 0 0 0 0 0 0 0 0 0
A: 1.91495736474: 1 2 9: 0 0 0 0 0 0 0 0 0
A: 1.84191178877: 5 2 9: 0 0 0 0 0 0 0 0 0
A: 1.97316238429: 1 2 3: 0 0 0 0 0 0 1 0 0
A: 1.90441880969: 3 2 5: 1 0 0 0 0 0 0 0 0
A: 1.90598188475: 3 2 9: 1 0 0 0 0 0 0 0 0
A: 1.93581225087: 2 3 6: -1 0 0 0 0 0 0 0 0
A: 1.9348550019: 2 3 10: -1 0 0 0 0 0 0 0 0
A: 1.87852922422: 6 3 10: 0 0 0 0 0 0 0 0 0
A: 1.94628354813: 2 3 11: -1 0 0 0 0 0 0 0 0
A: 1.8812725381: 6 3 11: 0 0 0 0 0 0 0 0 0
A: 1.88450546976: 10 3 11: 0 0 0 0 0 0 0 0 0
T: -2.09520727153: 4 1 2 5: 0 0 0 0 0 0 0 0 0 0 0 0
T: -0.0770063243153: 4 1 2 9: 0 0 0 0 0 0 0 0 0 0 0 0
T: 2.05511151955: 4 1 2 3: 0 0 0 0 0 0 0 0 0 1 0 0
T: 2.10639920617: 7 1 2 5: 0 0 0 0 0 0 0 0 0 0 0 0
T: -2.1585851538: 7 1 2 9: 0 0 0 0 0 0 0 0 0 0 0 0
T: -0.0264673099325: 7 1 2 3: 0 0 0 0 0 0 0 0 0 1 0 0
T: 0.0184184597361: 8 1 2 5: 0 0 0 0 0 0 0 0 0 0 0 0
T: 2.03661940695: 8 1 2 9: 0 0 0 0 0 0 0 0 0 0 0 0
T: -2.11444805637: 8 1 2 3: 0 0 0 0 0 0 0 0 0 1 0 0
T: 1.07392539811: 1 2 3 6: 0 0 0 0 0 0 1 0 0 1 0 0
T: -1.01196517415: 1 2 3 10: 0 0 0 0 0 0 1 0 0 1 0 0
T: -3.11233640162: 1 2 3 11: 0 0 0 0 0 0 1 0 0 1 0 0
T: -1.06693636207: 5 2 3 6: 0 0 0 0 0 0 1 0 0 1 0 0
T: 3.13035837285: 5 2 3 10: 0 0 0 0 0 0 1 0 0 1 0 0
T: 1.02998714539: 5 2 3 11: 0 0 0 0 0 0 1 0 0 1 0 0
T: -3.07212595281: 9 2 3 6: 0 0 0 0 0 0 1 0 0 1 0 0
T: 1.12516878211: 9 2 3 10: 0 0 0 0 0 0 1 0 0 1 0 0
T: -0.975202445355: 9 2 3 11: 0 0 0 0 0 0 1 0 0 1 0 0

Bmatrix(ij):
1	1	-15.2938414189
1	2	8.17119620445
1	3	13.368215051
1	4	15.2938414189
1	5	-8.17119620445
1	6	-13.368215051
2	1	0.246117433631
2	2	-25.5904620355
2	3	-1.3335184183
2	10	-0.246117433631
2	11	25.5904620355
2	12	1.3335184183
3	1	-6.08488917065
3	2	9.12462651228
3	3	-15.2673184416
3	19	6.08488917065
3	20	-9.12462651228
3	21	15.2673184416
4	1	22.4869939676
4	2	7.61478821678
4	3	1.45531104888
4	22	-22.4869939676
4	23	-7.61478821678
4	24	-1.45531104888
5	4	11.8002169376
5	5	13.3043076103
5	6	11.3480860176
5	13	-11.8002169376
5	14	-13.3043076103
5	15	-11.3480860176
6	4	-9.48523643377
6	5	-20.1348186955
6	6	9.03502555824
6	25	9.48523643377
6	26	20.1348186955
6	27	-9.03502555824
7	4	-17.6591448062
7	5	14.5333293589
7	6	-5.15604037096
7	7	17.6591448062
7	8	-14.5333293589
7	9	5.15604037096
8	7	8.75626450296
8	8	21.2164195285
8	9	-8.11797334152
8	16	-8.75626450296
8	17	-21.2164195285
8	18	8.11797334152
9	7	-12.3950792812
9	8	-12.7836670037
9	9	-11.2488752293
9	28	12.3950792812
9	29	12.7836670037
9	30	11.2488752293
10	7	-15.3085556948
10	8	7.26516649563
10	9	13.6214970645
10	31	15.3085556948
10	32	-7.26516649563
10	33	-13.6214970645
11	1	9.88527176869
11	2	9.08678437324
11	3	-8.0094450067
11	4	-2.0407211711
11	5	-8.32749048468
11	6	1.37006106784
11	10	-7.84455059759
11	11	-0.759293888557
11	12	6.63938393886
12	1	13.137929862
12	2	-10.2384371091
12	3	-0.20127581496
12	4	-4.22285687606
12	5	4.40933644937
12	6	-3.85530172374
12	19	-8.91507298592
12	20	5.8291006597
12	21	4.0565775387
13	1	3.75852177238
13	2	10.5869754946
13	3	10.6852980699
13	10	-3.00311117307
13	11	0.858614452059
13	12	-7.81691226475
13	19	-0.755410599311
13	20	-11.4455899466
13	21	-2.86838580517
14	1	-2.68873189263
14	2	-9.68320207464
14	3	-9.60899907375
14	4	6.17822300059
14	5	3.96954451107
14	6	2.41898015371
14	22	-3.48949110796
14	23	5.71365756357
14	24	7.19001892004
15	1	-14.8009031224
15	2	11.6998434295
15	3	-0.0794862602925
15	10	11.3035833958
15	11	-0.0260479336612
15	12	0.52898431494
15	22	3.49731972653
15	23	-11.6737954958
15	24	-0.449498054647
16	1	-10.5850332441
16	2	-10.807705768
16	3	8.9201608328
16	19	10.337336671
16	20	5.1346490799
16	21	-1.50395330498
16	22	0.247696573038
16	23	5.67305668813
16	24	-7.41620752782
17	1	6.20192605881
17	2	3.83385727684
17	3	2.47491607147
17	4	-16.0012006027
17	5	-1.98999097554
17	6	2.34364498444
17	13	9.79927454389
17	14	-1.8438663013
17	15	-4.81856105591
18	1	-1.57429924306
18	2	-8.33265037271
18	3	1.64692070636
18	4	-4.55822326501
18	5	15.9212280549
18	6	3.5861574694
18	25	6.13252250808
18	26	-7.58857768222
18	27	-5.23307817576
19	4	-1.4572779712
19	5	4.28229212243
19	6	-12.7974762235
19	13	-3.13064353851
19	14	-8.20237218735
19	15	5.97618469569
19	25	4.58792150971
19	26	3.92008006492
19	27	6.8212915278
20	1	-4.34591152058
20	2	4.22055840026
20	3	-3.86956376268
20	4	1.19838398345
20	5	-3.28891478957
20	6	9.65001221373
20	7	3.14752753713
20	8	-0.931643610689
20	9	-5.78044845104
21	4	4.76104475079
21	5	-16.1421830452
